3755,43,31
3755,35,36
3756,46,29
3756,33,37
3760,40,33
3763,49,27
3768,28,40
3769,21,47
3770,42,32
3770,45,30
3771,37,35
3774,32,38
3776,48,28
3776,39,34
3780,26,41
3780,30,39
3786,22,46
3788,34,37
3788,36,36
3790,44,31
3790,24,43
3792,47,29
3794,41,33
3799,29,40
3800,25,42
3800,20,49
3800,50,27
3804,38,35
3805,43,32
3806,46,30
3806,33,38
3810,40,34
3810,27,41
3811,31,39
3811,21,48
3813,49,28
3820,35,37
3821,37,36
3824,23,45
3825,45,31
3828,42,33
3828,48,29
3830,30,40
3830,26,42
3837,39,35
3838,24,44
3838,34,38
3840,20,50
3840,28,41
3840,44,32
3842,32,39
3842,47,30
3844,41,34
3850,50,28
3852,36,37
3854,38,36
3858,22,47
3860,27,42
3860,46,31
3861,31,40
3862,43,33
3864,49,29
3870,35,38
3870,40,35
3870,29,41
3873,33,39
3874,23,46
3875,45,32
3875,25,43
3878,42,34
3878,48,30
3884,37,37
3887,39,36
3890,28,42
3890,21,49
3892,32,40
3895,47,31
3896,44,33
3900,30,41
3900,50,29
3902,36,38
3902,22,48
3903,41,35
3904,34,39
3904,26,43
3910,46,32
3912,43,34
3912,24,45
3914,49,30
3916,38,37
3920,29,42
3920,40,36
3923,33,40
3925,25,44
3930,31,41
3930,48,31
3930,45,33
3932,21,50
3933,27,43
3934,37,38
3935,35,39
3936,42,35
3945,47,32
3946,44,34
3947,23,47
3948,39,37
3950,30,42
3950,50,30
3953,41,36
3954,34,40
3954,26,44
3960,32,41
3962,24,46
3962,28,43
3964,46,33
3965,49,31
3966,38,38
3966,36,39
3969,43,35
3980,45,34
3980,22,49
3980,31,42
3980,48,32
3980,40,37
3983,27,44
3985,35,40
3986,42,36
3990,33,41
3991,29,43
3993,23,48
3997,37,39
3998,39,38
3998,47,33
4000,25,45
4000,50,31
4002,44,35
4010,32,42
4012,41,37
4012,28,44
4014,46,34
4015,49,32
4016,36,40
4019,43,36
4020,30,43
4020,34,41
4024,22,50
4028,38,39
4028,26,45
4030,40,38
4032,48,33
4035,45,35
4036,24,47
4040,33,42
4041,29,44
4044,42,37
4047,37,40
4048,47,34
4049,31,43
4050,35,41
4050,50,32
4050,25,46
4052,44,36
4056,27,45
4059,39,39
4062,41,38
4066,49,33
4068,46,35
4070,34,42
4070,23,49
4070,30,44
4076,43,37
4078,26,46
4078,38,40
4078,32,43
4080,36,41
4082,48,34
4084,28,45
4084,24,48
4085,45,36
4090,40,39
4094,42,38
4099,31,44
4100,50,33
4100,35,42
4101,47,35
4106,27,46
4107,33,43
4108,44,37
4109,39,40
4110,37,41
4112,29,45
4116,23,50
4116,49,34
4118,46,36
4121,41,39
4125,25,47
4126,43,38
4128,32,44
4130,36,42
4134,28,46
4134,48,35
4136,34,43
4140,40,40
4140,45,37
4140,30,45
4140,38,41
4150,50,34
4151,47,36
4152,26,47
4152,42,39
4157,33,44
4158,44,38
4160,24,49
4160,37,42
4162,29,46
4165,35,43
4167,49,35
4168,31,45
4170,39,41
4171,41,40
4172,46,37
4175,25,48
4179,27,47
4183,43,39
4184,48,36
4186,34,44
4190,30,46
4190,45,38
4190,38,42
4194,36,43
4196,32,45
4200,50,35
4200,40,41
4202,42,40
4202,26,48
4204,47,37
4206,28,47
4208,24,50
4214,44,39
4215,35,44
4217,49,36
4218,31,46
4220,39,42
4222,46,38
4223,37,43
4224,33,45
4229,27,48
4230,41,41
4233,43,40
4233,29,47
4236,48,37
4244,36,44
4245,45,39
4246,32,46
4250,40,42
4250,50,36
4250,25,49
4252,34,45
4252,38,43
4254,47,38
4256,28,48
4260,30,47
4260,42,41
4264,44,40
4268,49,37
4273,37,44
4274,33,46
4276,26,49
4276,46,39
4280,35,45
4280,41,42
4281,39,43
4283,29,48
4286,48,38
4287,31,47
4290,43,41
4295,45,40
4300,50,37
4300,25,50
4302,27,49
4302,38,44
4302,34,46
4307,47,39
4308,36,45
4310,42,42
4310,40,43
4310,30,48
4314,32,47
4318,49,38
4320,44,41
4326,26,50
4326,46,40
4328,28,49
4330,35,46
4331,39,44
4336,37,45
4337,31,48
4338,48,39
4339,41,43
4340,43,42
4341,33,47
4350,50,38
4350,45,41
4352,27,50
4354,29,49
4357,47,40
4358,36,46
4360,40,44
4364,32,48
4364,38,45
4368,42,43
4368,34,47
4369,49,39
4370,44,42
4378,28,50
4380,30,49
4380,46,41
4386,37,46
4388,48,40
4389,41,44
4391,33,48
4392,39,45
4395,35,47
4397,43,43
4400,50,39
4400,45,42
4404,29,50
4406,31,49
4410,47,41
4414,38,46
4418,42,44
4418,34,48
4419,49,40
4420,40,45
4422,36,47
4426,44,43
4430,30,50
4430,46,42
4432,32,49
4440,48,41
4442,39,46
4445,35,48
4447,43,44
4448,41,45
4449,37,47
4450,50,40
4455,45,43
4456,31,50
4458,33,49
4460,47,42
4470,49,41
4470,40,46
4472,36,48
4476,44,44
4476,38,47
4476,42,45
4482,32,50
4484,46,43
4484,34,49
4490,48,42
4498,41,46
4499,37,48
4500,50,41
4503,39,47
4504,43,45
4505,45,44
4508,33,50
4510,35,49
4513,47,43
4520,49,42
4526,38,48
4526,42,46
4530,40,47
4532,44,45
4534,46,44
4534,34,50
4536,36,49
4542,48,43
4550,50,42
4553,39,48
4554,43,46
4557,41,47
4560,45,45
4560,35,50
4562,37,49
4563,47,44
4571,49,43
4580,40,48
4582,44,46
4584,42,47
4586,36,50
4588,46,45
4588,38,49
4592,48,44
4600,50,43
4607,41,48
4610,45,46
4611,43,47
4612,37,50
4614,39,49
4616,47,45
4621,49,44
4634,42,48
4638,44,47
4638,46,46
4638,38,50
4640,40,49
4644,48,45
4650,50,44
4661,43,48
4664,39,50
4665,45,47
4666,47,46
4666,41,49
4672,49,45
4688,44,48
4690,40,50
4692,46,47
4692,42,49
4694,48,46
4700,50,45
4715,45,48
4716,41,50
4718,43,49
4719,47,47
4722,49,46
4742,46,48
4742,42,50
4744,44,49
4746,48,47
4750,50,46
4768,43,50
4769,47,48
4770,45,49
4773,49,47
4794,44,50
4796,46,49
4796,48,48
4800,50,47
4820,45,50
4822,47,49
4823,49,48
4846,46,50
4848,48,49
4850,50,48
4872,47,50
4874,49,49
4898,48,50
4900,50,49
4924,49,50
4950,50,50
